도서관 일련번호,도서관명,구 코드,구명,주소,정기 휴관일,전화번호
1754,한국과학기술연구원자료실,19,성북구,서울특별시 성북구 화랑로14길 5,"토요일, 일요일, 법정공휴일",02-958-6065
2073,한뜰작은도서관,19,성북구,서울특별시 성북구 고려대로1길 17(보문동1가) 보문중앙교회 2층,"토,일요일",02-922-1397
1447,한신휴(아)북카페,19,성북구,서울특별시 성북구 동소문로 15길 99 한신휴아파트,"토,일요일",02-6229-3131
1073,해오름도서관,19,성북구,서울특별시 성북구 성북로4길 52,매주 월요일 및 법정공휴일,02-6025-7002
2071,휴먼빌작은도서관,19,성북구,"서울특별시 성북구 아리랑로 89, (돈암동, 일신건영휴먼빌아파트) 106동 옆 ",휴관중,02-921-4821
584,힐스테이트별빛작은도서관,19,성북구,서울특별시 성북구 낙산길 243-15 삼선힐스테이트아파트,없음,070-7789-4203
1990,겸재작은도서관,20,중랑구,서울특별시 중랑구 면목동 1031-22 ,"둘째, 넷째주 월요일",070-4209-5183
2627,꽃가람 작은도서관,20,중랑구,서울특별시 중랑구 망우로32길 38 2층,"화,목",02-433-4485
2628,꿈꾸는 도서관,20,중랑구,서울특별시 중랑구 신내로19길 42 2층,"화,목,금,일요일",02-6458-2062
2629,꿈꾸는 작은도서관(중랑),20,중랑구,서울특별시 중랑구 봉우재로 203-1 3층,일요일,02-493-9013
1689,꿈꾸는도서관,20,중랑구,서울특별시 중랑구 신내로 19길 42(신내6단지신내아파트),매주 토요일만 운영,02-6458-2062
2630,늘품작은도서관,20,중랑구,서울특별시 중랑구 신내로25길 40 1층,"토,일요일",02-973-1572
2081,다모아어린이도서관,20,중랑구,서울특별시 중랑구 용마산로 370 3~5층,월요일,02-434-7727
2631,데시앙책울터 작은도서관,20,중랑구,서울특별시 중랑구 용마산로 669 커뮤니티센터 1층,"토,일요일",070-8119-0013
832,"동성1,2차아파트문고",20,중랑구,서울특별시 중랑구 신내로 126 1층,"토,일,공휴일",02-495-1630
836,동성3차아파트문고,20,중랑구,서울특별시 중랑구 신내로 110 1층,목요일 이외의 요일,02-494-5285
2632,동일 작은도서관,20,중랑구,서울특별시 중랑구 신내로15길 30 동일교회 1층,"월,일요일",02-3423-0691
2633,만나 작은도서관,20,중랑구,서울특별시 중랑구 동일로 620 1층,연중무휴,02-438-9191
2634,면목종합사회복지관 아름인도서관,20,중랑구,서울특별시 중랑구 용마산로 228 3층,"일,공휴일",02-436-0500
2635,브릿지 작은도서관,20,중랑구,"서울특별시 중랑구 봉화산로56길 36 4, 5층","일,공휴일",
2748,사랑나눔 작은도서관,20,중랑구,서울특별시 중랑구 용마산로136가길 6 지하1층,"토,일,공휴일",02-437-3533
859,새마을문고망우3동분회작은도서관,20,중랑구,서울특별시 중랑구 겸재로61길 40 1층,"토,일,공휴일",02-2094-6524
858,새마을문고망우본동분회작은도서관,20,중랑구,서울특별시 중랑구 망우로67길 10 3층,"토,일,공휴일",02-2094-6484
847,새마을문고면목2동분회작은도서관,20,중랑구,서울특별시 중랑구 동일로101길 20-15 면목2동주민센터 2층,"토, 일,공휴일",02-2094-6044
848,"새마을문고면목3,8동분회작은도서관",20,중랑구,"서울특별시 중랑구 사가정로51길 48 면목3,8동 주민센터 4층","토,일,공휴일",02-2094-6084
849,새마을문고면목4동분회작은도서관,20,중랑구,서울특별시 중랑구 면목로 246 면목4동주민센터 2층,"일,공휴일",02-2094-6124
850,새마을문고면목5동분회작은도서관,20,중랑구,서울특별시 중랑구 동일로 619 면목5동복합청사 2층,"토,일,공휴일",02-2094-6164
851,새마을문고면목7동분회작은도서관,20,중랑구,"서울특별시 중랑구 사가정로50길 91, 커뮤니티센터 2층","일,공휴일",02-435-6201
856,새마을문고묵1동분회작은도서관,20,중랑구,서울특별시 중랑구 공릉로2가길 5 묵1동주민센터 2층,"토,일,공휴일",02-2094-6404
857,새마을문고묵2동분회작은도서관,20,중랑구,서울특별시 중랑구 동일로 847 묵2동주민센터,"토,일,공휴일",02-2094-6444
852,새마을문고상봉1동분회작은도서관,20,중랑구,서울특별시 중랑구 상봉중앙로1길 6 상봉1동주민센터 2층,"토,일,공휴일",02-495-5494
860,새마을문고신내1동분회작은도서관,20,중랑구,서울특별시 중랑구 용마산로129나길 35 신내1동주민센터 2층,"토,일,공휴일",02-2094-6564
854,새마을문고중화1동분회작은도서관,20,중랑구,서울특별시 중랑구 동일로 134길 17 중화1동주민센터 2층,"토,일,공휴일",02-2094-6324
855,새마을문고중화2동분회작은도서관,20,중랑구,서울특별시 중랑구 동일로129길 1 7층,"토,일,공휴일",02-2094-6364
1690,새소망도서관,20,중랑구,서울특별시 중랑구 용마산로 62길 43 용마동아아파트 상가동 203호,"월, 일요일",070-7583-0694
833,성원아파트문고,20,중랑구,서울특별시 중랑구 신내로 51 성원아파트 1층,화요일만 운영,02-439-0198
2079,세방도서관,20,중랑구,"서울시 중랑구 숙선옹주로9길 25, 102동 606호(묵동, 세방아파트)","토,일,공휴일",02-6238-9779
1901,신내2동북카페,20,중랑구,서울특별시 중랑구 봉화산로 190(신내동) 2층 관상복합청사 2층 관상복합청사,"일,공휴일",02-2094-6604
1691,신내우디안1단지도담도담도서관,20,중랑구,서울특별시 중랑구 신내역로1길 85(신내우디안1단지) 111동 1층 ,"일,공휴일",02-3421-9686
1440,신내우디안2단지나무그늘작은도서관,20,중랑구,서울특별시 중랑구 신내역로 165 신내우디안아파트 커뮤니티센터 1층,"토,일요일",02-3421-1413
2169,신내종합사회복지관맘편한공부방,20,중랑구,"서울특별시 중랑구 봉화산로 153(상봉동, 신내12단지신내아파트) 3층 ","일,공휴일",02-3421-3400
1437,신내지혜담은도서관,20,중랑구,서울특별시 중랑구 봉화산로 194 신아타운 4층 4층,"토,일요일",02-3421-3939
1372,신일도서관,20,중랑구,서울특별시 중랑구 상봉로20길 77 신일교회 1층,휴관중,02-6407-6355
2144,양원숲속도서관,20,중랑구,서울특별시 중랑구 송림길 172(망우동),"매주 월요일, 법정공휴일 및 근로자의날(5월1일), 창립기념일(12월1일)",02-432-0710
2636,양원역 도서관,20,중랑구,"서울특별시 중랑구 송림길147, 양원역사 1번출구  1층","수,토,일요일",
2637,에셀나무 작은도서관,20,중랑구,서울특별시 중랑구 망우로30길 30,"월,일요일",
2001,영지도서관,20,중랑구,"서울특별시 중랑구 공릉로2가길 9(묵동) 영지교회 지하1층, 3층",매주 월요일,02-977-0312
844,예광독서방,20,중랑구,서울특별시 중랑구 면목로 78길 13 예광교회 1층,연중무휴,02-492-1752
1989,장미작은도서관,20,중랑구,서울특별시 중랑구 중랑천로 243,"첫째, 셋째주 월요일",070-4209-4306
29,중랑구립면목정보도서관,20,중랑구,서울특별시 중랑구 면목로 397(면목동),"매월 쳇째, 셋째 월요일, 법정공휴일 및 근로자의날(5월1일), 창립기념일(12월1일)",02-432-4123
28,중랑구립정보도서관,20,중랑구,서울특별시 중랑구 신내로15길 197(묵동),"매월 둘째, 넷째 월요일, 법정공휴일 및 근로자의날(5월1일), 창립기념일(12월1일)",02-490-9112~4
2638,중랑상봉도서관,20,중랑구,서울특별시 중랑구 동일로114길 10(상봉동),"매주 월요일, 법정공휴일 및 근로자의날(5월1일), 창립기념일(12월1일)",02-2209-0094
1078,중랑숲어린이도서관,20,중랑구,서울특별시 중랑구 망우로73길 46-1(망우동),"매주 월요일, 법정공휴일 및 근로자의날(5월1일), 창립기념일(12월1일)",02-6235-1150
2698,중랑재미 작은도서관,20,중랑구,서울특별시 중랑구 용마공원로 7-3 지하1층,일요일,
1688,중화어린이도서관,20,중랑구,서울특별시 중랑구 중랑역로3길 28 중화문화복지센터,매주 일요일,02-2094-1846
1900,책깨비도서관,20,중랑구,서울특별시 중랑구 용마산로 250-12 용마폭포공원,"법정공휴일, 혹한기(12~2월)",070-4112-1843
2639,책소리 작은도서관,20,중랑구,서울특별시 중랑구 겸재로 138 2층,"월,공휴일",02-432-4752
2640,초록도서관,20,중랑구,서울특별시 중랑구 신내로17길 13 2층,"금,토,일요일",02-3421-0603
2747,한양수자인 사가정파크 작은도서관,20,중랑구,서울특별시 중랑구 사가정로72길 26 104동 1층,연중무휴,02-496-9866
2127,행복터작은도서관,20,중랑구,"서울특별시 중랑구 답십리로81길 35, 샘터공원 내 안전커뮤니티센터","일요일, 공휴일",02-2094-6133
2641,휴앤해피 작은도서관,20,중랑구,서울특별시 중랑구 송림길4 3층,"월,화,수요일",02-435-2151
155,CMS영어작은도서관,21,강북구,서울특별시 강북구 삼양로74길 70 2층,"토요일, 공휴일",
32,강북문화정보도서관,21,강북구,서울특별시 강북구 오현로 145,매월 둘째/넷째 월요일 및 법정공휴일,02-944-3100
33,강북청소년문화정보도서관,21,강북구,서울특별시 강북구 삼양로54길 68,매월 둘째/넷째 월요일 및 법정공휴일,02-944-3140
1975,겨자씨작은도서관,21,강북구,서울특별시 강북구 삼양로 27길 35 삼양제일교회 ,월요일,02-988-0531
1703,국립재활원재활연구소도서실,21,강북구,서울특별시 강북구 삼각산로 58 국립재활원 재활연구소 3층,"토요일,일요일, 법정공휴일",02-901-1647
2424,꼴찌만화방작은도서관 ,21,강북구,서울특별시 강북구 덕릉로 19-1 2층,법정공휴일,
2425,꿈꾸는문고,21,강북구,서울특별시 강북구 삼각산로 140 4층 ,휴관중,070-4249-7091
1904,꿈이익어가는작은도서관,21,강북구,서울특별시 강북구 삼양로 106-1 1층,월요일,
1583,꿈익는책마을어린이도서관,21,강북구,서울특별시 강북구 삼양로47길 9 삼양동 종합복지센터 2층,일요일,02-945-1305
2657,다솔작은도서관,21,강북구,서울특별시 강북구 인수봉로 12 2층,"토, 일요일",02-988-5027
2426,닻별작은도서관,21,강북구,서울특별시 강북구 오현로32길 30-16 103호,"토, 일요일",02-6494-1098
1584,동은작은도서관,21,강북구,서울특별시 강북구 4.19로13길 4 4층,"일요일, 공휴일",
169,미아동새마을문고,21,강북구,서울특별시 강북구 솔매로 49길 14 미아동주민자치센터 2층,"토요일,일요일, 법정공휴일",02-3778-4069
1378,미아문화정보도서관,21,강북구,서울특별시 강북구 솔매로49길 14,매월 둘째/넷째 월요일 및 법정공휴일,02-944-3180
151,밝은작은도서관,21,강북구,서울특별시 강북구 삼양로 19길 74 엄마손마트 지하,"토요일,일요일",02-980-7798
173,번1동새마을문고,21,강북구,서울특별시 강북구 덕릉로 41길 74 번1동주민센터 3층,"토요일,일요일, 법정공휴일",02-3778-4267
1585,번2동새마을문고,21,강북구,서울특별시 강북구 한천로 897 번2동주민센터 2층,"토요일,일요일, 법정공휴일",02-3778-4319
175,번3동새마을문고,21,강북구,서울특별시 강북구 한천로 105길 21 번3동주민센터 2층,"토요일,일요일, 법정공휴일",02-3778-4367
1977,번동꿈나무작은도서관,21,강북구,서울특별시 강북구 오현로31길 21 201호(번동),"토요일, 일요일, 법정공휴일",
162,별빛초롱문고,21,강북구,서울특별시 강북구 삼각산로 157 2층 ,"일요일, 공휴일",02-994-1318
1586,북한산둘레길북카페,21,강북구,서울특별시강북구 4.19로 28길 10 북한산둘레길 북카페,월요일,02-940-3754
2722,빨래골 작은도서관,21,강북구,서울특별시 강북구 삼양로77가길 36 302호,"토, 일요일",02-988-5027
172,삼각산동새마을문고,21,강북구,서울특별시 강북구 솔샘로 174(미아동) SK 아파트 제 1관리사무소 1층,"토요일,일요일, 법정공휴일",070-8825-0858
2134,삼각산어린이도서관,21,강북구,서울특별시 강북구 삼양로19길 34,매월 둘째/넷째 월요일 및 법정공휴일,02-944-3190
168,삼양동새마을문고,21,강북구,서울특별시 강북구 삼양로 268 삼양동주민센터 2층,"토요일,일요일, 법정공휴일",02-3778-4042
1704,성바오로딸수도회도서관,21,강북구,서울특별시 강북구 오현로7길 34 성바오로딸수도회,"일요일, 토요일 오후, 교회 대축일 중 본회가 정한 축일",02-944-0800
34,솔샘문화정보도서관,21,강북구,서울특별시 강북구 솔샘로 177,매월 첫째/셋째 월요일 및 법정공휴일,02-944-3150
1272,송중동새마을문고,21,강북구,서울특별시 강북구 오패산로 162 송중동 주민센터 3층,"토요일,일요일, 법정공휴일",02-3778-4119
170,송중문화정보도서관,21,강북구,서울특별시 강북구 도봉로20나길 6,매월 첫째/셋째 월요일 및 법정공휴일,02-944-3160
171,송천동새마을문고,21,강북구,서울특별시 강북구 솔샘로 284 송천동주민센터 2층,"토요일,일요일, 법정공휴일",02-3778-4168
2427,송천북카페,21,강북구,서울특별시 강북구 숭인로 39 (송천센트레빌) 461,휴관중,02-989-6517
1978,수유1동새마을문고,21,강북구,서울특별시 강북구 삼양로 299 수유1동 주민센터 2층,"토요일,일요일, 법정공휴일",02-3778-4466
177,수유2동새마을문고,21,강북구,서울특별시 강북구 한천로 1117 수유2동주민센터 2층,"토요일,일요일, 법정공휴일",02-3778-4719
178,수유3동새마을문고,21,강북구,서울특별시 강북구 노해로 36 수유3동주민센터 2층,"토요일,일요일, 법정공휴일",02-3778-4768
167,수유마을작은도서관,21,강북구,서울특별시 강북구 도봉로 71길 26 2층,"일요일, 공휴일",02-988-0304
176,수유문화정보도서관,21,강북구,서울특별시 강북구 삼양로 299,매월 첫째/셋째 월요일 및 법정공휴일,02-944-3170
1588,씽크엘작은도서관,21,강북구,서울특별시 강북구 삼양로 54길 92 1층,"월요일,일요일",02-981-4620
1270,오패산마을공동체마을꿈터도서관,21,강북구,서울특별시 강북구 오현로 31 삼화그린빌 102호,"토요일, 일요일",070-7646-0093
2721,옹달샘 작은도서관,21,강북구,서울특별시 강북구 도봉로13길 78 지하1층,"토, 일요일",
164,우리동네작은도서관,21,강북구,서울특별시 강북구 덕릉로40다길 13 번동제일교회 선교 교육관 2층 526-59,"토요일,법정 공휴일",070-4200-0140
179,우이동새마을문고,21,강북구,서울특별시 강북구 삼양로 139길 49 우이동주민센터 2층,"토요일,일요일, 법정공휴일",02-3778-4918
2720,인수동새마을문고,21,강북구,서울특별시 강북구 인수봉로 255 인수동주민센터 2층,"토요일,일요일, 법정공휴일",02-3778-4965
1979,작은도서관두루,21,강북구,서울특별시 강북구 삼양로 73길 23 2층,"토요일, 일요일, 공휴일",02-901-0239
1264,작은도서관책이랑놀자,21,강북구,서울특별시 강북구 삼양로 79길 19-3 수유동,"매주 토요일,일요일",02-903-6604
166,작은도서관함께놀자,21,강북구,"서울특별시 강북구 인수봉로72길 4(수유동, 극동아파트) 상가 13동 3층 2호 ","토요일,일요일,공휴일",02-999-2207
1591,지혜어린이도서관,21,강북구,서울특별시 강북구 도봉로65길 35 3층,"매주 토요일,일요일",02-987-5100
1268,트리베라1차 작은도서관,21,강북구,서울특별시 강북구 삼양로19길 25 삼성래미안트리베라1차 아파트 관리사무소,"토, 일요일",02-946-1858
1934,푸른별환경도서관,21,강북구,서울특별시 강북구 삼양로51길 22 양지마을사랑채 1층(미아동),"일요일, 공휴일",02-766-0626
2429,하늘을 나는 작은도서관,21,강북구,서울특별시 강북구 한천로124나길 27 지층 101동,"토, 일요일",
2781,한국산악도서관,21,강북구,서울특별시 강북구 삼양로 660 지층,"토, 일요일",02-992-1945
2780,한누리 작은도서관,21,강북구,서울특별시 강북구 인수봉로 243 지층,"월,수,목,금,일요일",02-981-2519
2782,행복숲작은도서관,21,강북구,서울특별시 강북구 도봉로76길 56 2층 202호,"월, 일요일",
2665,KB국민은행과 함께하는 나무작은도서관,22,노원구,"서울특별시 노원구 동일로 1405, KB금융 노원프라자 (상계동) 별관1층","일요일, 법정공휴일",070-4158-9660
370,가온작은도서관,22,노원구,서울특별시 노원구 노원로530 상계10동주민센터 ,"일요일, 법정공휴일",02-2116-2946
2465,가재울 지혜마루 작은도서관,22,노원구,서울특별시 노원구 한글비석로 97 (하계1동) 에너지제로주택 주민커뮤니티동 1층,"일, 법정공휴일",02-2116-2564
1826,공릉행복발전소공릉도서관,22,노원구,서울특별시 노원구 동일로179길 22,"매주 일요일, 법정공휴일",02-976-3820
1713,국민체육진흥공단한국스포츠개발원도서관,22,노원구,서울특별시 노원구 화랑로 727 국민체육진흥공단 한국스포츠개발원,"토요일, 일요일, 법정공휴일",02-970-9524
1303,글빛작은도서관,22,노원구,서울특별시 노원구 중계로 144 민호프라자 4층 민호프라자 3층,휴관중,02-938-1695
377,금빛도서관,22,노원구,서울특별시 노원구 상계로26길 20 대동청솔아파트 상가3층 대동아파트 상가3층,없음,02-939-7712
351,꿈꾸는작은도서관,22,노원구,서울특별시 노원구 석계로 59 월계1동주민센터 꿈꾸는 작은도서관,"일요일, 법정공휴일",02-2116-2410
1451,노원문화원작은도서관,22,노원구,서울특별시 노원구 동일로 197길 24 노원문화원 2층 ,일요일,02-948-1245
36,노원어린이도서관,22,노원구,서울특별시 노원구 한글비석로 346,"매달 둘째, 넷째 월요일 및 법정공휴일",02-933-7145
2749,노원을지대학교병원 의학도서실,22,노원구,서울특별시 노원구 한글비석로 68 을지병원 도서실,"토요일, 일요일, 법정공휴일",02-970-8445
37,노원중앙도서관,22,노원구,서울특별시 노원구 노원로34길 43,"매월 첫째,셋째 월요일 및 법정 공휴일",02-950-0050
352,달내작은도서관,22,노원구,서울특별시 노원구 초안산로5길 28 월계2동주민센터,"일요일, 법정공휴일",02-2116-2435
354,도란도란작은도서관,22,노원구,서울특별시 노원구 동일로 186길 3-24 공릉1동주민센터,"주말, 법정공휴일",02-2104-5706
371,메아리작은도서관,22,노원구,서울특별시 노원구 동일로217길 48 노원평생교육원 1층 ,"일요일, 법정공휴일",02-2116-2854
2667,바르미작은도서관,22,노원구,서울특별시 노원구 덕릉로 70가길 21 중계센트럴파크 입주복지센터 내,"일요일, 법정공휴일",02-935-1002
368,반디작은도서관,22,노원구,서울특별시 노원구 동일로 227길 97 상계8동주민센터 ,"일요일, 법정공휴일",02-2116-2887
2670,북부종합사회복지관 신한카드아름인도서관,22,노원구,서울특별시 노원구 동일로245길 56 북부종합사회복지관,"일요일, 법정공휴일",02-934-7711
1717,북서울미술관아트도서실,22,노원구,서울특별시 노원구 동일로 1238,"일요일, 월요일, 법정공휴일",02-2124-5281
2132,불암도서관,22,노원구,서울특별시 노원구 중계로 106,"매월 첫째,셋째 월요일 및 법정 공휴일",02-935-0721
2669,삼육대평생교육원 이야기방 작은도서관,22,노원구,"서울특별시 노원구 화랑로 815, 삼육대평생교육원 207호","토요일, 일요일, 법정공휴일",02-3399-1201
877,상계도서관,22,노원구,서울특별시 노원구 동일로243길 57,"매달 둘째, 넷째 월요일 및 법정공휴일",02-3391-7882
1452,상계숲속작은도서관,22,노원구,서울특별시 노원구 동일로 227길 106 ,없음,02-3391-7889
376,상계주공14단지아파트문화사랑방도서실,22,노원구,"서울특별시 노원구 동일로228길 23, 관리동 2층(상계주공14단지아파트)","토요일, 일요일, 법정공휴일",02-939-4976
70,서울점자도서관,22,노원구,서울특별시 노원구 동일로 1335,매주 토.일,02-935-9696
11,서울특별시교육청노원평생학습관,22,노원구,서울특별시 노원구 동일로204길 13,"2,4주 월요일 및 법정공휴일",02-979-1741
2671,솜니움 독서코칭 전문도서관,22,노원구,"서울특별시 노원구 한글비석로 15길 11, 중계빌딩 2층","일요일, 법정공휴일",02-930-1319
365,수락작은도서관,22,노원구,"서울특별시 노원구 덕릉로 859 상계3,4동주민센터 ","일요일, 법정공휴일",02-2116-2793
357,열린작은도서관,22,노원구,서울특별시 노원구 공릉로55길 88 하계2동주민센터 ,"일요일, 법정공휴일",02-2116-2592
1871,원더풀도서관,22,노원구,"서울특별시 노원구 초안산로 19, 큰무리교회 지하 1층 ",매주월요일,02-997-7004
79,월계도서관,22,노원구,서울특별시 노원구 월계로 319,"매월 첫째, 셋째 월요일 및 법정공휴일",02-991-0871
2137,월계어린이도서관,22,노원구,서울특별시 월계로 42길 9 월계문화복지센터,"매주 일요일, 법정공휴일, 임시공휴일",070-4238-5148
1870,육사작은도서관,22,노원구,서울특별시 노원구 화랑로 564 1층,"일요일, 법정공휴일",02-950-6122
1716,을지대학교을지병원의학도서실,22,노원구,서울특별시 노원구 한글비석로 68 을지병원 도서실,"토요일, 일요일, 법정공휴일",02-970-8445
1715,인제대학교상계백병원의학도서실,22,노원구,서울특별시 노원구 동일로 1353 성일빌딩 5층,"토요일, 일요일, 법정공휴일",02-950-1384
380,작고행복한청구3차도서관,22,노원구,서울특별시 노원구 중계로 233 청구3차아파트 관리동2층 ,"토, 일요일,공휴일",02-935-8046
2466,중계사랑작은도서관,22,노원구,서울특별시 노원구 덕릉로82길 50 중계4동주민센터,"일요일, 법정공휴일",02-2116-2717
2668,중계종합사회복지관 CAN DO도서관,22,노원구,서울특별시 노원구 덕릉로 662 중계종합사회복지관,"토요일, 일요일, 법정공휴일",02-952-0333
372,중계주공10단지책과친구들,22,노원구,서울특별시 노워구 노원로22길 53 주공10단지아파트관리사무소 ,"토, 일, 법정공휴일",02-932-3970
2673,지혜의샘 작은도서관,22,노원구,"서울특별시 노원구 동일로 193가길 8, 봉화현 교회 1층","일요일, 법정공휴일",02-973-0683
2672,참사랑평화학교 도서관,22,노원구,"서울특별시 노원구 한글비석로 93, 참사랑평화학교 4층","일요일, 법정공휴일",070-5050-1703
358,책누리작은도서관,22,노원구,서울특별시 노원구 중계로 143 중계본동주민센터 ,"일요일, 법정공휴일",02-2116-2621
2467,책사랑작은도서관,22,노원구,서울특별시 노원구 한글비석로 279 중계1동주민센터,"일요일, 법정공휴일",02-2116-2643
355,책이랑친구랑작은도서관,22,노원구,서울특별시 노원구 노원로1길 68 공릉2동주민센터 ,"일요일, 법정공휴일",02-2116-2537
1453,초안산숲속작은도서관,22,노원구,서울특별시 노원구 덕릉로 60길 199 ,일요일,02-905-3900
2666,트램작은도서관,22,노원구,"서울특별시 노원구  화랑로 610, 불빛정원 내 ","일요일, 월요일, 법정공휴일",070-8767-1123
1617,파랑새작은도서관,22,노원구,서울특별시 노원구 상계로 118 상계2동주민센터 2층,매주 일요일,02-2116-2762
362,푸른숲작은도서관,22,노원구,서울특별시 노원구 동일로 1697 상계1동주민센터 ,"토, 일, 법정공휴일",02-2116-2745
2770,하계어린이도서관,22,노원구,서울특별시 노원구 공릉로62길 18(하계어울림센터),"매주일요일, 법정공휴일, 임시공휴일",02-979-7644
1301,하늘작은도서관,22,노원구,"서울특별시 노원구 노원로 17길 56 중계2,3동 주민센터 4층",일요일,02-2116-2679
373,하늘품작은도서관,22,노원구,서울특별시 노원구 상계로23다길 33 지하1층,"토요일,일요일,공휴일",070-7758-0323
374,한길문고,22,노원구,서울특별시 노원구 한글비석로49길 63 4층 102호,휴관중,02-931-7234
2138,한내지혜의숲도서관,22,노원구,서울특별시 노원구 마들로86(월계동) 한내근린공원내,"매주일요일, 법정공휴일, 임시공휴일",02-979-7420
2468,한내행복발전소 작은도서관 ,22,노원구,서울특별시 노원구 마들로3길 15(월계동) 한내행복발전소 ,"일요일, 법정공휴일",070-4206-0061
381,한울문고,22,노원구,서울특별시 노원구 누원로 28 수락리버시티3단지 주민공동시설 수락리버시티 주민공동시설내,휴관중,02-3392-1116
369,한울작은도서관,22,노원구,서울특별시 노원구 한글비석로 487 상계9동주민센터 2층 ,"일요일, 법정공휴일",02-2116-2919
366,해솔작은도서관,22,노원구,서울특별시 노원구 한글비석로 434 상계5동주민센터 ,"일요일, 법정공휴일",02-2116-2837
2139,향기나무도서관,22,노원구,서울특별시 노원구 노원로 331 노원아동복지관,"매주일요일, 법정공휴일, 임시공휴일",02-2116-4448
1070,화랑도서관,22,노원구,서울특별시 노원구 노원로1나길 10,"매주 월요일, 법정공휴일",02-973-1318
2765,김근태기념도서관 ,23,도봉구,서울특별시 도봉구 도봉산길 14,매주월요일및법정공휴일,02-956-3100
2469,김수영문학도서관,23,도봉구,"서울특별시 도봉구 해등로32길 80, 김수영문학관 3층 ",일요일 및 법정 공휴일,02-2091-5906
1873,꿈을심는작은도서관,23,도봉구,서울특별시 도봉구 우이천로 38 라길 28-4 1층,"월,화,공휴일",02-992-4106
1449,나눔플러스아름인도서관,23,도봉구,서울특별시 도봉구 도봉로109길 40 2층,"토,일요일",02-997-5579
397,도봉1동작은도서관,23,도봉구,"서울특별시 도봉구 도봉로169나길 22, 도봉1동 주민센터 2층",매주토요일및일요일 휴일,02-2091-5912
398,도봉2동작은도서관,23,도봉구,"서울특별시 도봉구 마들로 668, 도봉2동 주민센터 2층 ",매주토요일및일요일 휴일,02-2091-5913
1840,도봉기적의도서관,23,도봉구,서울특별시 도봉구 마들로 797,매주화요일및법정공휴일,02-3493-7171
35,도봉문화정보도서관,23,도봉구,서울특별시 도봉구 덕릉로 315,매주화요일및법정공휴일,02-900-1835
95,도봉아이나라도서관,23,도봉구,서울특별시 도봉구 노해로 69길 151,매주화요일및법정공휴일,02-995-4171~2
1839,둘리도서관,23,도봉구,서울특별시 도봉구 시루봉로1길 6,매주월요일및법정공휴일,02-990-2200
1308,라온제나작은도서관,23,도봉구,서울특별시 도봉구 우이천로20길 7 지하1층,"일요일,공휴일",02-902-4262
1874,맑은샘작은도서관,23,도봉구,서울특별시 도봉구 도봉로 145길 69 2층,"월,일요일",070-756-06913
1071,무수골도서관,23,도봉구,서울특별시 도봉구 도봉로 175길 10 3층,매주월요일및법정공휴일,02-3492-0078
1827,반딧불이작은도서관,23,도봉구,"서울특별시 도봉구 해등로 307(방학동, 우성2차 아파트) 관리동 2층","토요일및일요일,공휴일",02-956-3282
389,방학1동작은도서관,23,도봉구,"서울특별시 도봉구 방학로2길 27, 방학1동 주민센터 2층 ",매주토요일및일요일 휴일,02-2091-5904
390,방학2동작은도서관,23,도봉구,"서울특별시 도봉구 시루봉로 226, 방학2동 주민센터",매주토요일및일요일 휴일,02-2091-5905
1872,번창작은도서관,23,도봉구,서울특별시 도봉구 노해로 66길 95 지하1층,일요일 및 공휴일,02-995-0131
1974,북서울중학교도서관(해오름도서관),23,도봉구,서울특별시 도봉구 도봉로169가길 33 해오름터 2층,매주토요일및일요일 휴일,070-5090-1060
400,북한산아이파크작은도서관,23,도봉구,서울특별시 도봉구 도봉로136길 28 북한산아이파크 516동 지하1층,"일,공휴일",02-6437-4596
2730,산돌작은도서관,23,도봉구,서울특별시 도봉구 방학로6길20- 9 지하1층,"토, 일요일, 공휴일",070-4647-2279
1875,산미소작은도서관,23,도봉구,서울특별시 도봉구 노해로 57길 94(쌍문동) 1층,"월,목요일",02-905-9106
405,생글작은도서관,23,도봉구,서울특별시 도봉구 우이천로 32길 35 2층,"토,일요일,공휴일",02-992-7500
10,서울특별시교육청도봉도서관,23,도봉구,서울특별시 도봉구 삼양로 556,"2,4주 수요일 및 법정공휴일",02-6714-7400
403,솔밭작은도서관,23,도봉구,서울특별시 도봉구 삼양로 580 베다니교회 2층,"토,일요일,공휴일",02-998-9619
1450,신창영어작은도서관,23,도봉구,서울특별시 도봉구 덕릉로 249 3층,월요일,02-993-9851
385,쌍문1동작은도서관,23,도봉구,"서울특별시 도봉구 노해로 147, 쌍문1동주민센터 2층 ",매주토요일및일요일 휴일,02-2091-5900
386,쌍문2동작은도서관,23,도봉구,"서울특별시 도봉구 방학로3길 117, 쌍문2동주민센터 7층 ",매주토요일및일요일 휴일,02-2091-5901
387,쌍문3동작은도서관,23,도봉구,"서울특별시 도봉구 노해로44길 9, 쌍문3동주민센터 2층 ",매주토요일및일요일 휴일,02-2091-5902
388,쌍문4동작은도서관,23,도봉구,"서울특별시 도봉구 시루봉로 62-7, 쌍문4동 주민센터 2층",매주토요일및일요일 휴일,02-2091-5903
2174,쌍문채움도서관,23,도봉구,서울특별시 도봉구 우이천로 340,매주월요일및법정공휴일,02-998-0910
406,씨앗작은도서관,23,도봉구,서울특별시 도봉구 도봉로 901 부성빌딩 402호,"일요일,공휴일",02-954-0045
1307,아름다운도서관,23,도봉구,서울특별시 도봉구 도봉로104길 63 3층,"토요일,일요일",02-904-2642
